Loading dataset...
Initializing vLLM with model: Qwen/Qwen2.5-Math-7B-Instruct
INFO 12-17 03:29:22 [utils.py:253] non-default args: {'dtype': 'bfloat16', 'seed': 2, 'gpu_memory_utilization': 0.8, 'disable_log_stats': True, 'enforce_eager': True, 'model': 'Qwen/Qwen2.5-Math-7B-Instruct'}
INFO 12-17 03:29:23 [model.py:637] Resolved architecture: Qwen2ForCausalLM
INFO 12-17 03:29:23 [model.py:1750] Using max model len 4096
INFO 12-17 03:29:26 [scheduler.py:228] Chunked prefill is enabled with max_num_batched_tokens=16384.
WARNING 12-17 03:29:26 [vllm.py:601] Enforce eager set, overriding optimization level to -O0
INFO 12-17 03:29:26 [vllm.py:707] Cudagraph is disabled under eager mode
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:29:28 [core.py:93] Initializing a V1 LLM engine (v0.12.0) with config: model='Qwen/Qwen2.5-Math-7B-Instruct', speculative_config=None, tokenizer='Qwen/Qwen2.5-Math-7B-Instruct', skip_tokenizer_init=False, tokenizer_mode=auto, revision=None, tokenizer_revision=None, trust_remote_code=False, dtype=torch.bfloat16, max_seq_len=4096, download_dir=None, load_format=auto, tensor_parallel_size=1, pipeline_parallel_size=1, data_parallel_size=1, disable_custom_all_reduce=False, quantization=None, enforce_eager=True, kv_cache_dtype=auto, device_config=cuda, structured_outputs_config=StructuredOutputsConfig(backend='auto', disable_fallback=False, disable_any_whitespace=False, disable_additional_properties=False, reasoning_parser='', reasoning_parser_plugin='', enable_in_reasoning=False), observability_config=ObservabilityConfig(show_hidden_metrics_for_version=None, otlp_traces_endpoint=None, collect_detailed_traces=None, kv_cache_metrics=False, kv_cache_metrics_sample=0.01), seed=2, served_model_name=Qwen/Qwen2.5-Math-7B-Instruct, enable_prefix_caching=True, enable_chunked_prefill=True, pooler_config=None, compilation_config={'level': None, 'mode': <CompilationMode.NONE: 0>, 'debug_dump_path': None, 'cache_dir': '', 'compile_cache_save_format': 'binary', 'backend': 'inductor', 'custom_ops': ['all'], 'splitting_ops': [], 'compile_mm_encoder': False, 'compile_sizes': [], 'inductor_compile_config': {'enable_auto_functionalized_v2': False, 'combo_kernels': True, 'benchmark_combo_kernel': True}, 'inductor_passes': {}, 'cudagraph_mode': <CUDAGraphMode.NONE: 0>, 'cudagraph_num_of_warmups': 0, 'cudagraph_capture_sizes': [], 'cudagraph_copy_inputs': False, 'cudagraph_specialize_lora': True, 'use_inductor_graph_partition': False, 'pass_config': {'fuse_norm_quant': False, 'fuse_act_quant': False, 'fuse_attn_quant': False, 'eliminate_noops': False, 'enable_sp': False, 'fuse_gemm_comms': False, 'fuse_allreduce_rms': False}, 'max_cudagraph_capture_size': 0, 'dynamic_shapes_config': {'type': <DynamicShapesType.BACKED: 'backed'>}, 'local_cache_dir': None}
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:29:38 [parallel_state.py:1200] world_size=1 rank=0 local_rank=0 distributed_init_method=tcp://10.0.80.5:43815 backend=nccl
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:29:38 [parallel_state.py:1408] rank 0 in world size 1 is assigned as DP rank 0, PP rank 0, PCP rank 0, TP rank 0, EP rank 0
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:29:38 [gpu_model_runner.py:3467] Starting to load model Qwen/Qwen2.5-Math-7B-Instruct...
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:29:41 [cuda.py:411] Using FLASH_ATTN attention backend out of potential backends: ['FLASH_ATTN', 'FLASHINFER', 'TRITON_ATTN', 'FLEX_ATTENTION']
[0;36m(EngineCore_DP0 pid=2112001)[0;0m 
Loading safetensors checkpoint shards:   0% Completed | 0/4 [00:00<?, ?it/s]
[0;36m(EngineCore_DP0 pid=2112001)[0;0m 
Loading safetensors checkpoint shards:  25% Completed | 1/4 [00:26<01:19, 26.61s/it]
[0;36m(EngineCore_DP0 pid=2112001)[0;0m 
Loading safetensors checkpoint shards:  50% Completed | 2/4 [00:56<00:57, 28.62s/it]
[0;36m(EngineCore_DP0 pid=2112001)[0;0m 
Loading safetensors checkpoint shards:  75% Completed | 3/4 [01:26<00:29, 29.27s/it]
[0;36m(EngineCore_DP0 pid=2112001)[0;0m 
Loading safetensors checkpoint shards: 100% Completed | 4/4 [01:57<00:00, 29.97s/it]
[0;36m(EngineCore_DP0 pid=2112001)[0;0m 
Loading safetensors checkpoint shards: 100% Completed | 4/4 [01:57<00:00, 29.43s/it]
[0;36m(EngineCore_DP0 pid=2112001)[0;0m 
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:31:40 [default_loader.py:308] Loading weights took 117.95 seconds
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:31:40 [gpu_model_runner.py:3549] Model loading took 14.2419 GiB memory and 121.133678 seconds
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:31:43 [gpu_worker.py:359] Available KV cache memory: 91.81 GiB
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:31:43 [kv_cache_utils.py:1286] GPU KV cache size: 1,719,024 tokens
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:31:43 [kv_cache_utils.py:1291] Maximum concurrency for 4,096 tokens per request: 419.68x
[0;36m(EngineCore_DP0 pid=2112001)[0;0m 2025-12-17 03:31:44,024 - INFO - autotuner.py:256 - flashinfer.jit: [Autotuner]: Autotuning process starts ...
[0;36m(EngineCore_DP0 pid=2112001)[0;0m 2025-12-17 03:31:44,037 - INFO - autotuner.py:262 - flashinfer.jit: [Autotuner]: Autotuning process ends
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:31:44 [core.py:254] init engine (profile, create kv cache, warmup model) took 3.54 seconds
[0;36m(EngineCore_DP0 pid=2112001)[0;0m WARNING 12-17 03:31:46 [vllm.py:608] Inductor compilation was disabled by user settings,Optimizations settings that are only active duringInductor compilation will be ignored.
[0;36m(EngineCore_DP0 pid=2112001)[0;0m INFO 12-17 03:31:46 [vllm.py:707] Cudagraph is disabled under eager mode
INFO 12-17 03:31:46 [llm.py:343] Supported tasks: ['generate']
Preparing prompts...
Generating 16 samples for 500 problems...

Adding requests:   0%|          | 0/500 [00:00<?, ?it/s]
Adding requests:  10%|▉         | 48/500 [00:00<00:00, 478.69it/s]
Adding requests:  25%|██▍       | 123/500 [00:00<00:00, 635.06it/s]
Adding requests:  41%|████      | 203/500 [00:00<00:00, 706.87it/s]
Adding requests:  56%|█████▋    | 282/500 [00:00<00:00, 738.47it/s]
Adding requests:  73%|███████▎  | 363/500 [00:00<00:00, 764.01it/s]
Adding requests:  89%|████████▉ | 446/500 [00:00<00:00, 783.55it/s]
Adding requests: 100%|██████████| 500/500 [00:00<00:00, 744.13it/s]

Processed prompts:   0%|          | 0/8000 [00:00<?, ?it/s, est. speed input: 0.00 toks/s, output: 0.00 toks/s]
Processed prompts:   0%|          | 16/8000 [00:16<2:15:16,  1.02s/it, est. speed input: 38.36 toks/s, output: 169.07 toks/s]
Processed prompts:   0%|          | 32/8000 [00:16<58:05,  2.29it/s, est. speed input: 87.73 toks/s, output: 336.20 toks/s]  
Processed prompts:   1%|          | 48/8000 [00:22<53:07,  2.49it/s, est. speed input: 114.51 toks/s, output: 433.39 toks/s]
Processed prompts:   1%|          | 64/8000 [00:23<35:25,  3.73it/s, est. speed input: 140.83 toks/s, output: 571.53 toks/s]
Processed prompts:   1%|          | 80/8000 [00:24<24:08,  5.47it/s, est. speed input: 229.69 toks/s, output: 708.36 toks/s]
Processed prompts:   1%|          | 96/8000 [00:25<19:21,  6.81it/s, est. speed input: 346.36 toks/s, output: 834.52 toks/s]
Processed prompts:   1%|▏         | 112/8000 [00:26<15:49,  8.31it/s, est. speed input: 364.74 toks/s, output: 970.10 toks/s]
Processed prompts:   2%|▏         | 128/8000 [00:26<11:55, 11.00it/s, est. speed input: 399.33 toks/s, output: 1111.48 toks/s]
Processed prompts:   2%|▏         | 160/8000 [00:27<07:35, 17.23it/s, est. speed input: 472.44 toks/s, output: 1389.66 toks/s]
Processed prompts:   2%|▏         | 176/8000 [00:27<06:12, 21.02it/s, est. speed input: 504.78 toks/s, output: 1501.59 toks/s]
Processed prompts:   2%|▏         | 192/8000 [00:27<04:54, 26.49it/s, est. speed input: 530.37 toks/s, output: 1643.04 toks/s]
Processed prompts:   3%|▎         | 208/8000 [00:28<05:28, 23.71it/s, est. speed input: 536.74 toks/s, output: 1759.88 toks/s]
Processed prompts:   3%|▎         | 224/8000 [00:29<04:31, 28.63it/s, est. speed input: 568.24 toks/s, output: 1914.62 toks/s]
Processed prompts:   3%|▎         | 240/8000 [00:31<09:01, 14.33it/s, est. speed input: 560.75 toks/s, output: 1929.29 toks/s]
Processed prompts:   3%|▎         | 256/8000 [00:33<10:13, 12.63it/s, est. speed input: 585.23 toks/s, output: 2005.91 toks/s]
Processed prompts:   4%|▎         | 288/8000 [00:33<06:30, 19.76it/s, est. speed input: 638.89 toks/s, output: 2301.46 toks/s]
Processed prompts:   4%|▍         | 304/8000 [00:34<05:34, 23.03it/s, est. speed input: 661.20 toks/s, output: 2391.27 toks/s]
Processed prompts:   4%|▍         | 320/8000 [00:34<06:05, 21.03it/s, est. speed input: 674.36 toks/s, output: 2498.22 toks/s]
Processed prompts:   4%|▍         | 336/8000 [00:37<08:54, 14.35it/s, est. speed input: 656.94 toks/s, output: 2440.56 toks/s]
Processed prompts:   4%|▍         | 352/8000 [00:38<10:18, 12.36it/s, est. speed input: 659.34 toks/s, output: 2494.06 toks/s]
Processed prompts:   5%|▍         | 368/8000 [00:39<08:32, 14.90it/s, est. speed input: 683.18 toks/s, output: 2616.12 toks/s]
Processed prompts:   5%|▍         | 384/8000 [00:39<06:26, 19.69it/s, est. speed input: 719.13 toks/s, output: 2738.83 toks/s]
Processed prompts:   5%|▌         | 400/8000 [00:41<09:18, 13.61it/s, est. speed input: 707.04 toks/s, output: 2760.18 toks/s]
Processed prompts:   5%|▌         | 416/8000 [00:41<06:57, 18.18it/s, est. speed input: 757.81 toks/s, output: 2916.46 toks/s]
Processed prompts:   5%|▌         | 432/8000 [00:42<05:41, 22.14it/s, est. speed input: 780.44 toks/s, output: 3066.55 toks/s]
Processed prompts:   6%|▌         | 448/8000 [00:43<06:29, 19.41it/s, est. speed input: 778.25 toks/s, output: 3131.74 toks/s]
Processed prompts:   6%|▌         | 464/8000 [00:43<05:22, 23.37it/s, est. speed input: 799.10 toks/s, output: 3284.35 toks/s]
Processed prompts:   6%|▌         | 480/8000 [00:46<11:21, 11.03it/s, est. speed input: 759.28 toks/s, output: 3129.16 toks/s]
Processed prompts:   6%|▌         | 496/8000 [00:47<10:15, 12.20it/s, est. speed input: 760.35 toks/s, output: 3189.72 toks/s]
Processed prompts:   6%|▋         | 512/8000 [00:49<10:29, 11.90it/s, est. speed input: 750.39 toks/s, output: 3222.59 toks/s]
Processed prompts:   7%|▋         | 528/8000 [00:50<09:22, 13.29it/s, est. speed input: 770.86 toks/s, output: 3315.50 toks/s]
Processed prompts:   7%|▋         | 544/8000 [00:51<09:15, 13.42it/s, est. speed input: 808.67 toks/s, output: 3376.69 toks/s]
Processed prompts:   7%|▋         | 560/8000 [00:51<07:05, 17.49it/s, est. speed input: 918.28 toks/s, output: 3516.05 toks/s]
Processed prompts:   7%|▋         | 576/8000 [00:52<08:01, 15.42it/s, est. speed input: 922.83 toks/s, output: 3590.10 toks/s]
Processed prompts:   8%|▊         | 608/8000 [00:54<07:28, 16.49it/s, est. speed input: 919.94 toks/s, output: 3719.59 toks/s]
Processed prompts:   8%|▊         | 624/8000 [00:55<08:16, 14.84it/s, est. speed input: 920.58 toks/s, output: 3738.81 toks/s]
Processed prompts:   8%|▊         | 640/8000 [00:57<08:48, 13.93it/s, est. speed input: 917.09 toks/s, output: 3723.59 toks/s]
Processed prompts:   8%|▊         | 656/8000 [00:57<06:57, 17.58it/s, est. speed input: 931.08 toks/s, output: 3781.97 toks/s]
Processed prompts:   8%|▊         | 672/8000 [00:59<09:22, 13.02it/s, est. speed input: 917.88 toks/s, output: 3717.20 toks/s]
Processed prompts:   9%|▊         | 688/8000 [01:00<09:11, 13.26it/s, est. speed input: 917.59 toks/s, output: 3756.20 toks/s]
Processed prompts:   9%|▉         | 736/8000 [01:01<04:57, 24.39it/s, est. speed input: 961.00 toks/s, output: 4009.99 toks/s]
Processed prompts:   9%|▉         | 752/8000 [01:01<04:20, 27.82it/s, est. speed input: 973.71 toks/s, output: 4086.38 toks/s]
Processed prompts:  10%|▉         | 768/8000 [01:03<06:51, 17.57it/s, est. speed input: 981.18 toks/s, output: 4124.28 toks/s]
Processed prompts:  10%|▉         | 784/8000 [01:03<05:28, 21.95it/s, est. speed input: 997.81 toks/s, output: 4206.31 toks/s]
Processed prompts:  10%|█         | 800/8000 [01:04<05:14, 22.92it/s, est. speed input: 1000.77 toks/s, output: 4245.61 toks/s]
Processed prompts:  10%|█         | 832/8000 [01:06<06:16, 19.02it/s, est. speed input: 997.80 toks/s, output: 4228.74 toks/s] 
Processed prompts:  11%|█         | 848/8000 [01:07<06:09, 19.37it/s, est. speed input: 1002.93 toks/s, output: 4261.33 toks/s]
Processed prompts:  11%|█         | 864/8000 [01:08<05:51, 20.29it/s, est. speed input: 1006.15 toks/s, output: 4339.07 toks/s]
Processed prompts:  11%|█         | 880/8000 [01:08<04:49, 24.62it/s, est. speed input: 1013.54 toks/s, output: 4483.82 toks/s]
Processed prompts:  11%|█         | 896/8000 [01:08<03:50, 30.76it/s, est. speed input: 1028.71 toks/s, output: 4560.14 toks/s]
Processed prompts:  11%|█▏        | 912/8000 [01:09<04:01, 29.34it/s, est. speed input: 1032.14 toks/s, output: 4658.07 toks/s]
Processed prompts:  12%|█▏        | 928/8000 [01:10<05:50, 20.20it/s, est. speed input: 1025.37 toks/s, output: 4669.68 toks/s]
Processed prompts:  12%|█▏        | 976/8000 [01:11<03:25, 34.12it/s, est. speed input: 1063.07 toks/s, output: 4951.57 toks/s]
Processed prompts:  12%|█▏        | 992/8000 [01:12<04:20, 26.91it/s, est. speed input: 1092.71 toks/s, output: 5009.18 toks/s]
Processed prompts:  13%|█▎        | 1008/8000 [01:12<04:38, 25.06it/s, est. speed input: 1110.99 toks/s, output: 5092.05 toks/s]
Processed prompts:  13%|█▎        | 1024/8000 [01:14<05:49, 19.98it/s, est. speed input: 1165.28 toks/s, output: 5067.29 toks/s]
Processed prompts:  13%|█▎        | 1040/8000 [01:15<05:57, 19.45it/s, est. speed input: 1163.07 toks/s, output: 5107.09 toks/s]
Processed prompts:  13%|█▎        | 1056/8000 [01:15<05:42, 20.25it/s, est. speed input: 1179.09 toks/s, output: 5211.86 toks/s]
Processed prompts:  13%|█▎        | 1072/8000 [01:16<06:21, 18.18it/s, est. speed input: 1173.27 toks/s, output: 5257.62 toks/s]
Processed prompts:  14%|█▎        | 1088/8000 [01:18<07:11, 16.03it/s, est. speed input: 1166.12 toks/s, output: 5320.25 toks/s]
Processed prompts:  14%|█▍        | 1104/8000 [01:19<08:22, 13.74it/s, est. speed input: 1151.55 toks/s, output: 5287.66 toks/s]
Processed prompts:  14%|█▍        | 1120/8000 [01:21<08:28, 13.54it/s, est. speed input: 1156.68 toks/s, output: 5310.03 toks/s]
Processed prompts:  14%|█▍        | 1136/8000 [01:21<07:15, 15.75it/s, est. speed input: 1170.66 toks/s, output: 5439.05 toks/s]
Processed prompts:  14%|█▍        | 1152/8000 [01:25<12:18,  9.27it/s, est. speed input: 1132.31 toks/s, output: 5282.98 toks/s]
Processed prompts:  15%|█▍        | 1168/8000 [01:26<10:48, 10.53it/s, est. speed input: 1132.71 toks/s, output: 5381.16 toks/s]
Processed prompts:  15%|█▍        | 1184/8000 [01:31<18:18,  6.21it/s, est. speed input: 1083.22 toks/s, output: 5138.09 toks/s]
Processed prompts:  15%|█▌        | 1200/8000 [01:31<14:26,  7.85it/s, est. speed input: 1082.80 toks/s, output: 5203.84 toks/s]
Processed prompts:  15%|█▌        | 1216/8000 [01:32<11:56,  9.47it/s, est. speed input: 1081.63 toks/s, output: 5199.72 toks/s]
Processed prompts:  15%|█▌        | 1232/8000 [01:33<08:54, 12.67it/s, est. speed input: 1095.40 toks/s, output: 5247.06 toks/s]
Processed prompts:  16%|█▌        | 1248/8000 [01:34<09:56, 11.32it/s, est. speed input: 1138.26 toks/s, output: 5250.17 toks/s]
Processed prompts:  16%|█▌        | 1264/8000 [01:35<08:43, 12.87it/s, est. speed input: 1138.06 toks/s, output: 5272.10 toks/s]
Processed prompts:  16%|█▌        | 1280/8000 [01:36<08:14, 13.60it/s, est. speed input: 1133.99 toks/s, output: 5272.97 toks/s]
Processed prompts:  16%|█▋        | 1312/8000 [01:37<05:56, 18.75it/s, est. speed input: 1144.24 toks/s, output: 5319.80 toks/s]
Processed prompts:  17%|█▋        | 1328/8000 [01:37<04:53, 22.71it/s, est. speed input: 1150.59 toks/s, output: 5361.47 toks/s]
Processed prompts:  17%|█▋        | 1344/8000 [01:38<05:08, 21.58it/s, est. speed input: 1147.39 toks/s, output: 5375.77 toks/s]
Processed prompts:  17%|█▋        | 1360/8000 [01:39<04:21, 25.37it/s, est. speed input: 1152.56 toks/s, output: 5495.20 toks/s]
Processed prompts:  18%|█▊        | 1408/8000 [01:39<03:02, 36.20it/s, est. speed input: 1185.78 toks/s, output: 5687.19 toks/s]
Processed prompts:  18%|█▊        | 1424/8000 [01:40<03:07, 35.13it/s, est. speed input: 1190.93 toks/s, output: 5754.87 toks/s]
Processed prompts:  18%|█▊        | 1440/8000 [01:41<03:45, 29.13it/s, est. speed input: 1187.80 toks/s, output: 5782.89 toks/s]
Processed prompts:  18%|█▊        | 1456/8000 [01:44<07:25, 14.67it/s, est. speed input: 1166.35 toks/s, output: 5697.11 toks/s]
Processed prompts:  19%|█▊        | 1488/8000 [01:45<06:01, 18.00it/s, est. speed input: 1179.35 toks/s, output: 5792.18 toks/s]
Processed prompts:  19%|█▉        | 1504/8000 [01:46<06:05, 17.78it/s, est. speed input: 1180.38 toks/s, output: 5781.96 toks/s]
Processed prompts:  19%|█▉        | 1520/8000 [01:46<04:52, 22.18it/s, est. speed input: 1189.63 toks/s, output: 5870.74 toks/s]
Processed prompts:  19%|█▉        | 1536/8000 [01:46<03:53, 27.66it/s, est. speed input: 1197.80 toks/s, output: 5964.91 toks/s]
Processed prompts:  19%|█▉        | 1552/8000 [01:48<05:40, 18.94it/s, est. speed input: 1194.67 toks/s, output: 5995.08 toks/s]
Processed prompts:  20%|█▉        | 1584/8000 [01:52<09:35, 11.15it/s, est. speed input: 1164.15 toks/s, output: 5877.14 toks/s]
Processed prompts:  20%|██        | 1600/8000 [01:52<07:42, 13.83it/s, est. speed input: 1175.92 toks/s, output: 5954.95 toks/s]
Processed prompts:  20%|██        | 1616/8000 [01:53<06:37, 16.07it/s, est. speed input: 1182.23 toks/s, output: 6037.25 toks/s]
Processed prompts:  20%|██        | 1632/8000 [01:56<09:44, 10.90it/s, est. speed input: 1168.30 toks/s, output: 5921.58 toks/s]
Processed prompts:  21%|██        | 1648/8000 [01:58<11:35,  9.13it/s, est. speed input: 1154.48 toks/s, output: 5859.26 toks/s]
Processed prompts:  21%|██        | 1664/8000 [01:58<08:46, 12.03it/s, est. speed input: 1163.70 toks/s, output: 5906.52 toks/s]
Processed prompts:  21%|██        | 1680/8000 [02:00<09:53, 10.65it/s, est. speed input: 1152.79 toks/s, output: 5862.16 toks/s]
Processed prompts:  21%|██        | 1696/8000 [02:01<09:16, 11.33it/s, est. speed input: 1148.34 toks/s, output: 5926.34 toks/s]
Processed prompts:  22%|██▏       | 1728/8000 [02:03<06:35, 15.86it/s, est. speed input: 1150.66 toks/s, output: 5984.82 toks/s]
Processed prompts:  22%|██▏       | 1744/8000 [02:03<05:56, 17.56it/s, est. speed input: 1157.54 toks/s, output: 6017.63 toks/s]
Processed prompts:  22%|██▏       | 1760/8000 [02:05<06:50, 15.20it/s, est. speed input: 1153.39 toks/s, output: 5994.74 toks/s]
Processed prompts:  22%|██▏       | 1776/8000 [02:08<10:24,  9.97it/s, est. speed input: 1138.28 toks/s, output: 5895.22 toks/s]
Processed prompts:  22%|██▏       | 1792/8000 [02:09<09:14, 11.20it/s, est. speed input: 1137.52 toks/s, output: 5917.41 toks/s]
Processed prompts:  23%|██▎       | 1808/8000 [02:12<12:02,  8.57it/s, est. speed input: 1119.12 toks/s, output: 5848.79 toks/s]
Processed prompts:  23%|██▎       | 1840/8000 [02:12<07:42, 13.31it/s, est. speed input: 1125.01 toks/s, output: 5935.30 toks/s]
